,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
2859,Volkswagen Passat,2016,дизель,2.0,190.0,робот,4WD,белый,174500.0,левый,8.6,1999000
2860,Audi A1,2012,бензин,1.4,122.0,робот,передний,белый,157873.0,левый,,600000
2861,Mercedes-Benz S-Class,1998,бензин,3.2,231.0,АКПП,задний,черный,230000.0,левый,,1500000
2862,Citroen Berlingo,2011,бензин,1.4,75.0,механика,передний,желтый,200000.0,левый,8.0,310000
2863,Hyundai Santa Fe,2023,бензин,2.5,180.0,АКПП,4WD,серый,,левый,8.7,4550000
2864,Hyundai Santa Fe,2022,дизель,2.2,199.0,робот,4WD,серый,,левый,8.7,4730000
2865,Hyundai Santa Fe,2023,бензин,2.5,180.0,АКПП,4WD,черный,,левый,8.7,4550000
2866,Mercedes-Benz M-Class,2015,дизель,3.0,249.0,АКПП,4WD,белый,156000.0,левый,8.8,2695000
2867,Kia Seltos,2021,бензин,2.0,149.0,вариатор,передний,красный,26779.0,левый,8.9,2700000
2868,Honda Fit,2014,бензин,1.5,110.0,робот,передний,синий,162175.0,правый,8.6,799000
2869,Лада 2107,2008,бензин,1.6,73.0,механика,задний,зеленый,90681.0,,7.6,110000
2870,Лада Ларгус,2017,бензин,1.6,87.0,механика,передний,белый,169300.0,левый,8.3,800000
2871,УАЗ Патриот,2018,бензин,2.7,135.0,механика,4WD,черный,10130.0,левый,8.1,1580000
2872,Toyota RAV4,2021,бензин,2.5,199.0,АКПП,4WD,черный,22076.0,левый,8.7,4120000
2873,BMW 3-Series,2019,бензин,2.0,258.0,АКПП,задний,серый,22500.0,левый,8.8,3850000
2874,Chevrolet Orlando,2012,бензин,1.8,141.0,АКПП,передний,белый,104000.0,левый,8.6,1195000
2875,Kia Ceed,2019,бензин,1.6,128.0,механика,передний,серый,101421.0,левый,8.8,1495000
2876,Opel Mokka,2014,бензин,1.4,140.0,АКПП,передний,белый,108218.0,левый,8.8,1116000
2877,Suzuki Vitara,2019,бензин,1.6,117.0,АКПП,4WD,белый,4157.0,левый,8.1,2550000
2878,Kia Sorento,2017,бензин,3.3,250.0,АКПП,4WD,черный,125238.0,левый,8.6,2764000
2879,Volkswagen Jetta,2014,бензин,1.6,105.0,АКПП,передний,белый,147261.0,левый,8.8,936000
2880,Volkswagen Teramont,2020,бензин,2.0,220.0,АКПП,4WD,черный,78300.0,левый,8.6,3490000
2881,Nissan Tiida,2013,бензин,1.6,110.0,АКПП,передний,коричневый,123861.0,левый,8.6,686000
2882,Volkswagen Polo,2014,бензин,1.6,105.0,АКПП,передний,черный,171363.0,левый,8.6,720000
2883,Ford Focus,2019,дизель,1.5,120.0,механика,передний,серебристый,94000.0,левый,8.5,1299000
2884,Honda Vezel,2016,бензин,1.5,132.0,робот,передний,черный,46000.0,правый,,1655000
2885,Mercedes-Benz GLE Coupe,2021,дизель,2.9,249.0,АКПП,4WD,черный,16781.0,левый,,10000000
2886,Лада 4x4 2121 Нива,1987,бензин,1.6,73.0,механика,4WD,бежевый,69000.0,левый,,152000
2887,Volkswagen Golf,2004,бензин,2.0,150.0,АКПП,передний,желтый,280000.0,левый,8.7,490000
2888,ЗАЗ Шанс,2011,бензин,1.5,86.0,механика,передний,,171000.0,левый,,240000
2889,Citroen C4,2011,бензин,1.6,120.0,АКПП,передний,серый,92000.0,левый,8.5,545000
2890,Kia Rio,2018,бензин,1.4,100.0,АКПП,передний,синий,57704.0,левый,8.7,1271000
2891,Лада 2102,1985,бензин,1.6,,механика,задний,бежевый,99999.0,левый,,75000
2892,Ford Focus,2007,бензин,1.6,100.0,механика,передний,черный,250000.0,левый,8.5,280000
2893,Daewoo Matiz,2009,бензин,0.8,51.0,механика,передний,красный,8369.0,левый,7.6,160000
2894,Jeep Grand Cherokee,1995,бензин,4.0,190.0,АКПП,4WD,серый,275000.0,левый,8.9,250000
2895,Ford Mondeo,2017,бензин,2.5,149.0,АКПП,передний,бежевый,124000.0,левый,8.6,1495000
2896,Chevrolet Lanos,2005,бензин,1.5,86.0,механика,передний,черный,150000.0,,7.5,150000
2897,Kia Sportage,2018,дизель,2.0,186.0,АКПП,передний,белый,128000.0,левый,8.7,2012426
2898,Subaru Pleo,2009,бензин,0.7,46.0,вариатор,передний,белый,183000.0,правый,7.7,260000
2899,Ford Focus,2008,бензин,2.0,145.0,АКПП,передний,серый,264000.0,левый,8.5,470000
2900,Nissan Juke,2014,бензин,1.6,117.0,вариатор,передний,красный,76695.0,левый,8.8,1331000
2901,Audi A5,2020,бензин,2.0,249.0,робот,4WD,зеленый,57000.0,левый,,4590000
2902,Volkswagen Polo,2020,бензин,1.6,110.0,АКПП,передний,белый,99999.0,левый,8.6,1372000
2903,Mercedes-Benz GLC Coupe,2022,бензин,2.0,197.0,автомат,4WD,черный,124.0,левый,,7990000
2904,Ford Focus,2018,бензин,1.6,125.0,механика,передний,красный,72000.0,левый,8.5,1190000
2905,Kia Rio,2011,бензин,1.6,123.0,АКПП,передний,голубой,54415.0,левый,8.7,983000
2906,Hyundai Santa Fe,2019,дизель,2.0,186.0,АКПП,4WD,белый,92359.0,левый,8.7,3049000
2907,Lexus IS250,2007,бензин,2.5,208.0,АКПП,задний,красный,278677.0,левый,,1020000
2908,Lexus IS250,2007,бензин,2.5,208.0,АКПП,задний,красный,278677.0,левый,,1020000
2909,Lexus NX350h,2022,бензин,2.5,292.0,автомат,4WD,черный,120.0,левый,,7050000
2910,BMW X6,2022,дизель,3.0,286.0,автомат,4WD,серый,642.0,левый,,12200000
2911,BMW X6,2018,бензин,4.4,575.0,АКПП,4WD,белый,64510.0,левый,,4700000
2912,Nissan X-Trail,2017,бензин,2.5,171.0,вариатор,4WD,красный,96000.0,левый,8.5,1800000
2913,Nissan Sunny,1993,бензин,1.4,88.0,механика,передний,синий,270000.0,левый,7.8,65000
2914,Volkswagen Teramont,2018,бензин,2.0,220.0,АКПП,4WD,серебристый,138410.0,левый,8.6,3199900
2915,Kia Cerato,2020,бензин,2.0,150.0,АКПП,передний,синий,49874.0,левый,8.8,1965000
2916,Hyundai Creta,2017,бензин,2.0,149.0,АКПП,передний,серебристый,122515.0,левый,,1490000
2917,Лада 2114 Самара,2007,бензин,1.6,81.0,механика,передний,серый,300000.0,левый,7.9,200000
2918,Hyundai Grand Santa Fe,2014,дизель,2.2,197.0,АКПП,4WD,серый,199323.0,левый,8.9,1820000
2919,Renault Logan Stepway,2021,бензин,1.6,113.0,вариатор,передний,коричневый,110535.0,левый,8.3,1090000
2920,Lexus ES250,2020,бензин,2.5,200.0,АКПП,передний,белый,73533.0,левый,,4400000
2921,Hyundai Getz,2005,бензин,1.3,82.0,автомат,передний,голубой,143633.0,левый,8.3,369000
2922,Лада Х-рей,2017,бензин,1.6,106.0,механика,передний,белый,107589.0,левый,8.4,770000
2923,Kia Mohave,2020,дизель,3.0,260.0,автомат,4WD,черный,45700.0,левый,8.8,5270000
2924,Hyundai Palisade,2019,дизель,2.2,200.0,автомат,4WD,коричневый,25758.0,левый,,4570000
2925,Kia Ceed,2018,бензин,1.6,128.0,АКПП,передний,белый,153695.0,левый,8.8,1499000
2926,Ford Focus,2007,бензин,2.0,145.0,АКПП,передний,черный,295573.0,левый,8.5,410000
2927,Skoda Rapid,2020,бензин,1.6,90.0,механика,передний,коричневый,94783.0,левый,,1099000
2928,Ford Focus,2018,бензин,1.6,105.0,робот,передний,белый,201471.0,левый,8.5,855000
2929,Hyundai Solaris,2018,бензин,1.4,100.0,АКПП,передний,белый,85315.0,левый,8.8,1365000
2930,Renault Duster,2019,бензин,1.6,114.0,механика,передний,белый,62518.0,левый,8.3,1240000
2931,Jeep Grand Cherokee,2016,бензин,3.6,286.0,автомат,4WD,черный,119500.0,левый,8.9,2748000
2932,Audi Q5,2018,бензин,2.0,252.0,автомат,4WD,зеленый,69790.0,левый,,3170000
2933,Volkswagen Polo,2018,бензин,1.6,110.0,АКПП,передний,серебристый,123123.0,левый,8.6,1010000
2934,Jeep Wrangler,2021,бензин,2.0,272.0,АКПП,4WD,черный,9700.0,левый,8.7,6100000
2935,Volkswagen Teramont,2018,бензин,3.6,280.0,АКПП,4WD,белый,111303.0,левый,8.6,3379000
2936,Лада Приора,2008,бензин,1.6,98.0,механика,передний,зеленый,151269.0,левый,8.2,200000
2937,Volkswagen Caravelle,2013,дизель,2.0,140.0,робот,передний,серый,127652.0,левый,8.6,1859000
2938,Kia Carnival,2022,бензин,3.5,249.0,АКПП,передний,серый,31.0,левый,8.6,5678390
2939,Infiniti QX50,2016,бензин,2.5,222.0,АКПП,4WD,красный,62836.0,левый,,2200000
2940,Kaiyi E5,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,1959000
2941,Mitsubishi Outlander,2018,бензин,2.4,167.0,вариатор,4WD,красный,80000.0,левый,8.8,2200000
2942,Geely Coolray SX11,2023,бензин,1.5,150.0,робот,передний,серый,,левый,,2299990
2943,Geely Coolray SX11,2023,бензин,1.5,150.0,робот,передний,серый,,левый,,2299990
2944,Geely Coolray SX11,2023,бензин,1.5,150.0,робот,передний,серый,,левый,,2299990
2945,Geely Coolray SX11,2023,бензин,1.5,150.0,робот,передний,серый,,левый,,2299990
2946,Geely Coolray SX11,2023,бензин,1.5,150.0,робот,передний,серый,,левый,,2299990
2947,Geely Coolray SX11,2023,бензин,1.5,150.0,робот,передний,серый,,левый,,2299990
2948,Geely Coolray SX11,2023,бензин,1.5,150.0,робот,передний,серый,,левый,,2299990
2949,Geely Coolray SX11,2023,бензин,1.5,150.0,робот,передний,серый,,левый,,2299990
2950,Lexus IS250,2008,бензин,2.5,208.0,АКПП,задний,красный,135133.0,левый,,1175750
2951,Kia Sorento,2018,бензин,2.4,175.0,АКПП,4WD,черный,123472.0,левый,8.6,2090000
2952,Skoda Rapid,2019,бензин,1.6,110.0,АКПП,передний,белый,80186.0,левый,,1315000
2953,Infiniti QX70,2014,бензин,3.7,333.0,АКПП,4WD,черный,79970.0,левый,,2246700
2954,Kia Rio,2019,бензин,1.4,100.0,автомат,передний,белый,105192.0,левый,8.7,1410000
2955,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,,,левый,,2939900
2956,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серебристый,,левый,,3039900
2957,BMW X4,2018,бензин,2.0,184.0,АКПП,4WD,коричневый,61608.0,левый,,3415000
2958,Kia Rio,2012,бензин,1.6,123.0,АКПП,передний,голубой,121000.0,левый,8.7,810000
2959,Volkswagen Passat,2009,дизель,2.0,140.0,робот,передний,серый,490000.0,левый,8.6,660000
2960,BMW X5,2020,дизель,3.0,249.0,АКПП,4WD,белый,21235.0,левый,,9398700
2961,Renault Duster,2019,дизель,1.5,109.0,механика,4WD,коричневый,48231.0,левый,8.3,1670000
2962,Renault Kaptur,2022,бензин,1.6,114.0,вариатор,передний,серый,,левый,8.7,2179050
2963,Renault Kaptur,2022,бензин,1.6,114.0,механика,передний,белый,,левый,8.7,1998301
2964,Kia Rio,2011,бензин,1.4,95.0,АКПП,передний,серебристый,200870.0,левый,8.7,540000
2965,Subaru XV,2014,бензин,2.0,150.0,механика,4WD,черный,173558.0,левый,,1340000
2966,BMW 3-Series,2016,бензин,2.0,184.0,АКПП,4WD,синий,138000.0,левый,8.8,1900000
2967,Nissan Juke,2012,бензин,1.6,117.0,вариатор,передний,белый,103000.0,левый,8.8,1039000
2968,Hyundai Solaris,2016,бензин,1.6,123.0,АКПП,передний,синий,54535.0,левый,8.8,1094000
2969,ЗАЗ Шанс,2011,бензин,1.3,70.0,механика,передний,бордовый,170000.0,левый,,80000
2970,Hyundai Elantra,2017,бензин,1.6,204.0,автомат,передний,серый,140000.0,левый,8.6,1590000
2971,Jaguar XF,2011,бензин,3.0,238.0,АКПП,задний,голубой,198000.0,левый,,1190000
2972,Москвич 3,2023,бензин,1.5,150.0,механика,передний,красный,,левый,,1970000
2973,Москвич 3,2023,бензин,1.5,150.0,механика,передний,голубой,,левый,,1970000
2974,Toyota Land Cruiser Prado,2008,бензин,4.0,249.0,АКПП,4WD,золотистый,251000.0,левый,,2200000
2975,Toyota Land Cruiser Prado,2019,бензин,2.7,163.0,АКПП,4WD,белый,30000.0,правый,,3950000
2976,Kia Mohave,2020,дизель,3.0,260.0,автомат,4WD,серый,26000.0,левый,8.8,4650000
2977,Hyundai Santa Fe,2018,дизель,2.2,200.0,АКПП,4WD,серый,81000.0,левый,8.7,2850000
2978,Toyota RAV4,2022,бензин,2.0,173.0,вариатор,4WD,черный,1.0,левый,8.7,4000000
2979,Jeep Gladiator,2020,бензин,3.6,285.0,АКПП,4WD,черный,15000.0,левый,,6750000
2980,Jeep Wrangler,2018,бензин,2.0,272.0,АКПП,4WD,черный,37700.0,левый,8.7,5200000
2981,Mercedes-Benz G-Class,2015,бензин,6.3,544.0,автомат,4WD,черный,52000.0,левый,8.9,9000000
2982,Mercedes-Benz S-Class,2016,бензин,5.5,585.0,робот,4WD,черный,75000.0,левый,,8500000
2983,Лада 2115 Самара,2011,бензин,1.6,81.0,механика,передний,серебристый,250000.0,левый,7.6,120000
2984,BMW X5,2014,бензин,3.0,306.0,АКПП,4WD,белый,117389.0,левый,,2599000
2985,Kia Sorento,2018,дизель,2.2,200.0,АКПП,4WD,коричневый,83423.0,левый,8.6,2699000
2986,Toyota Highlander,2012,бензин,3.5,273.0,АКПП,4WD,черный,150851.0,левый,,1449000
2987,ГАЗ 14 Чайка,1985,бензин,5.5,220.0,АКПП,задний,черный,39316.0,левый,,3000000
2988,Changan UNI-K,2021,бензин,2.0,232.0,АКПП,4WD,серый,17000.0,левый,,3550000
2989,Kia Carnival,2021,дизель,2.2,199.0,АКПП,передний,черный,20500.0,левый,8.6,4190000
2990,Hyundai Grand Starex,2010,дизель,2.5,145.0,автомат,задний,белый,140602.0,левый,8.6,1349000
2991,Infiniti QX56,2010,бензин,5.6,405.0,АКПП,4WD,черный,155314.0,левый,,1549000
2992,Audi A6,2014,бензин,2.0,180.0,вариатор,передний,черный,132664.0,левый,8.9,1349000
2993,Toyota Land Cruiser Prado,2008,бензин,4.0,249.0,АКПП,4WD,золотистый,251000.0,левый,,2200000
2994,Toyota Land Cruiser Prado,2019,бензин,2.7,163.0,АКПП,4WD,белый,30000.0,правый,,3950000
2995,Kia Mohave,2020,дизель,3.0,260.0,автомат,4WD,серый,26000.0,левый,8.8,4650000
2996,Hyundai Santa Fe,2018,дизель,2.2,200.0,АКПП,4WD,серый,81000.0,левый,8.7,2850000
